year,ft_democratic_party,ft_republican_party,education
2012,85,15,College Degree
2012,50,0,Some College
2012,15,85,
2012,60,40,High School
2012,60,65,College Degree
2012,0,85,High School
2012,40,60,Some College
2012,85,15,College Degree
2012,75,10,College Degree
2012,0,30,High School
2012,50,10,Some College
2012,30,15,College Degree
2012,60,15,College Degree
2012,85,60,College Degree
2012,50,30,Some College
2012,0,97,Some College
2012,97,15,Some High School
2012,0,85,College Degree
2012,60,15,College Degree
2012,50,50,High School
2012,85,30,Some College
2012,15,60,High School
2012,50,50,High School
2012,0,95,College Degree
2012,30,70,Some College
2012,0,60,College Degree
2012,80,65,Some College
2012,60,40,High School
2012,97,0,High School
2012,85,50,Some High School
2012,15,90,College Degree
2012,40,20,Some College
2012,30,30,College Degree
2012,80,10,College Degree
2012,40,40,Some College
2012,60,40,College Degree
2012,97,0,High School
2012,75,50,Some College
2012,20,60,College Degree
2012,75,15,Some College
2012,20,90,Some College
2012,80,0,College Degree
2012,40,60,Some College
2012,50,50,High School
2012,97,0,High School and Non-Academic Training
2012,75,15,College Degree
2012,40,60,High School
2012,15,60,College Degree
2012,40,70,High School
2012,60,0,High School
2012,15,60,High School and Non-Academic Training
2012,70,0,College Degree
2012,85,15,College Degree
2012,97,0,College Degree
2012,80,20,College Degree
2012,70,0,High School and Non-Academic Training
2012,50,85,Some College
2012,50,25,Some College
2012,70,60,College Degree
2012,97,0,Some College
2012,15,70,Some High School
2012,30,50,College Degree
2012,30,60,High School
2012,97,70,Some College
2012,5,55,College Degree
2012,40,50,Some College
2012,30,49,College Degree
2012,50,50,High School
2012,75,50,Some High School
2012,60,30,College Degree
2012,60,50,College Degree
2012,50,20,College Degree
2012,60,40,College Degree
2012,75,5,Some College
2012,50,50,Some College
2012,50,50,High School and Non-Academic Training
2012,85,70,College Degree
2012,35,35,High School
2012,85,0,College Degree
2012,0,90,High School
2012,10,70,Some College
2012,0,60,Some College
2012,50,50,Some College
2012,60,40,College Degree
2012,70,10,College Degree
2012,0,70,High School
2012,50,30,Some College
2012,20,80,Some College
2012,97,30,
2012,15,70,College Degree
2012,30,60,College Degree
2012,10,90,Some College
2012,50,50,High School
2012,85,0,College Degree
2012,40,60,Some College
2012,70,90,High School
2012,0,0,College Degree
2012,10,0,Some College
2012,15,30,College Degree
2012,0,25,College Degree
2012,70,0,High School
2012,15,70,High School and Non-Academic Training
2012,85,0,College Degree
2012,10,75,Some College
2012,70,30,High School
2012,65,30,College Degree
2012,40,50,High School
2012,15,40,High School
2012,60,30,College Degree
2012,0,50,College Degree
2012,60,15,Some College
2012,60,70,High School
2012,70,0,Some College
2012,60,40,Some College
2012,97,30,Some College
2012,0,60,College Degree
2012,15,70,College Degree
2012,60,70,High School
2012,0,70,Some College
2012,0,40,Some College
2012,97,97,High School
2012,40,70,Some College
2012,75,0,High School and Non-Academic Training
2012,30,0,College Degree
2012,40,85,College Degree
2012,40,70,High School
2012,70,10,College Degree
2012,50,70,Some College
2012,85,15,High School and Non-Academic Training
2012,85,0,Some College
2012,85,80,College Degree
2012,0,60,College Degree
2012,0,50,High School and Non-Academic Training
2012,40,30,Some College
2012,60,30,College Degree
2012,60,35,Some College
2012,30,40,Some College
2012,15,85,High School
2012,50,50,Some College
2012,87,40,College Degree
2012,70,0,College Degree
2012,80,15,Some College
2012,50,70,
2012,10,75,High School
2012,97,0,College Degree
2012,60,50,High School and Non-Academic Training
2012,97,40,Some College
2012,85,50,Some High School
2012,0,30,Some College
2012,97,0,Some High School
2012,15,50,College Degree
2012,40,50,Some College
2012,50,60,High School
2012,40,60,High School
2012,5,60,Some College
2012,30,15,Some College
2012,85,30,
2012,50,50,High School
2012,90,1,High School
2012,0,40,College Degree
2012,50,50,High School and Non-Academic Training
2012,10,60,Some High School
2012,90,0,College Degree
2012,70,0,Some College
2012,80,30,High School and Non-Academic Training
2012,50,50,College Degree
2012,40,50,College Degree
2012,50,85,High School
2012,85,15,Some College
2012,0,70,Some College
2012,70,30,High School and Non-Academic Training
2012,70,15,College Degree
2012,40,60,Some College
2012,50,30,College Degree
2012,60,40,High School
2012,15,50,Some College
2012,80,60,Some High School
2012,0,97,Some College
2012,97,0,College Degree
2012,50,50,High School
2012,40,15,College Degree
2012,97,50,High School and Non-Academic Training
2012,40,70,High School
2012,80,0,College Degree
2012,60,0,College Degree
2012,97,0,Some High School
2012,30,20,High School
2012,15,75,College Degree
2012,60,0,Some College
2012,0,90,Some College
2012,70,85,
2012,45,45,High School
2012,50,40,Some College
2012,30,60,College Degree
2012,30,85,College Degree
2012,50,70,High School
2012,12,67,College Degree
2012,80,15,College Degree
2012,97,0,High School
2012,40,70,Some College
2012,45,55,Some College
2012,97,50,High School
2012,50,50,College Degree
2012,25,15,Some College
2012,68,0,High School
2012,30,30,High School
2012,50,50,Some College
2012,0,97,College Degree
2012,40,30,College Degree
2012,15,15,College Degree
2012,0,70,High School and Non-Academic Training
2012,60,15,College Degree
2012,70,30,College Degree
2012,50,75,High School
2012,60,50,College Degree
2012,50,50,High School
2012,85,10,Some College
2012,40,50,Some High School
2012,50,30,High School and Non-Academic Training
2012,0,60,College Degree
2012,30,70,College Degree
2012,50,50,College Degree
2012,60,50,Some College
2012,97,0,High School and Non-Academic Training
2012,35,60,College Degree
2012,15,60,High School and Non-Academic Training
2012,0,70,High School
2012,60,50,Some College
2012,70,10,College Degree
2012,30,70,College Degree
2012,40,70,High School
2012,0,0,Some College
2012,55,35,High School and Non-Academic Training
2012,65,55,Some College
2012,85,25,College Degree
2012,85,30,High School and Non-Academic Training
2012,25,75,High School and Non-Academic Training
2012,40,85,Some College
2012,70,0,Some College
2012,50,40,High School
2012,85,0,High School
2012,70,60,College Degree
2012,70,30,College Degree
2012,60,30,College Degree
2012,0,50,College Degree
2012,97,0,Some High School
2012,70,30,College Degree
2012,60,15,Some College
2012,60,60,Some College
2012,60,50,College Degree
2012,30,70,College Degree
2012,70,0,High School
2012,20,65,College Degree
2012,97,0,Some College
2012,85,15,Some College
2012,85,30,Some College
2012,50,40,High School
2012,50,60,Some College
2012,15,65,High School and Non-Academic Training
2012,97,0,Some College
2012,85,70,Some High School
2012,70,60,High School
2012,60,60,College Degree
2012,30,70,Some College
2012,0,85,College Degree
2012,50,50,College Degree
2012,30,60,College Degree
2012,97,0,Some College
2012,80,40,Some College
2012,25,60,College Degree
2012,75,40,Some College
2012,60,50,High School
2012,45,45,College Degree
2012,40,70,Some College
2012,,,High School
2012,97,0,Some College
2012,90,0,Some College
2012,0,0,High School
2012,50,50,High School
2012,60,30,College Degree
2012,65,60,Some College
2012,55,35,Some College
2012,30,75,High School and Non-Academic Training
2012,90,40,High School
2012,97,0,College Degree
2012,40,30,College Degree
2012,50,50,High School
2012,50,97,High School
2012,75,30,College Degree
2012,0,60,College Degree
2012,97,30,High School and Non-Academic Training
2012,50,50,Some College
2012,60,40,High School and Non-Academic Training
2012,50,50,Some College
2012,40,60,College Degree
2012,30,60,College Degree
2012,97,0,Some College
2012,30,70,High School
2012,70,0,College Degree
2012,0,0,Some College
2012,50,50,High School
2012,50,40,College Degree
2012,15,70,Some High School
2012,60,40,High School
2012,70,9,Some College
2012,50,40,Some College
2012,90,25,College Degree
2012,85,0,College Degree
2012,50,60,High School and Non-Academic Training
2012,50,40,Some College
2012,65,65,High School
2012,65,40,Some College
2012,85,0,Some College
2012,85,60,College Degree
2012,0,0,High School
2012,85,0,Some College
2012,40,15,College Degree
2012,50,50,Some College
2012,70,40,High School
2012,70,30,College Degree
2012,70,0,College Degree
2012,70,40,High School
2012,45,55,College Degree
2012,70,30,College Degree
2012,70,0,College Degree
2012,75,0,College Degree
2012,50,50,High School
2012,0,97,College Degree
2012,0,30,College Degree
2012,10,75,High School and Non-Academic Training
2012,60,15,Some College
2012,50,10,College Degree
2012,0,30,College Degree
2012,30,70,College Degree
2012,85,0,College Degree
2012,60,0,College Degree
2012,60,15,High School and Non-Academic Training
2012,40,5,Some College
2012,30,70,College Degree
2012,97,0,College Degree
2012,97,0,Some High School
2012,85,60,8th Grade or Less
2012,40,15,College Degree
2012,49,51,College Degree
2012,25,65,College Degree
2012,40,0,Some College
2012,85,0,College Degree
2012,35,60,High School and Non-Academic Training
2012,60,0,High School
2012,97,15,Some College
2012,65,15,Some High School
2012,0,60,Some College
2012,60,70,High School
2012,60,50,Some College
2012,60,50,High School
2012,50,70,Some College
2012,97,0,Some College
2012,40,0,Some College
2012,40,70,High School
2012,45,10,College Degree
2012,30,60,Some College
2012,15,85,High School
2012,60,0,Some College
2012,70,30,College Degree
2012,,,High School
2012,85,50,Some College
2012,97,50,High School
2012,49,60,College Degree
2012,85,60,Some College
2012,85,10,Some College
2012,10,80,College Degree
2012,85,0,High School
2012,85,0,Some College
2012,30,30,High School and Non-Academic Training
2012,30,15,College Degree
2012,40,70,Some College
2012,70,50,Some High School
2012,85,0,High School
2012,0,97,College Degree
2012,65,40,Some College
2012,60,40,Some College
2012,90,10,College Degree
2012,0,6,High School and Non-Academic Training
2012,90,0,Some College
2012,50,40,High School
2012,97,0,High School
2012,0,90,College Degree
2012,10,70,College Degree
2012,40,60,College Degree
2012,15,97,High School
2012,50,50,Some College
2012,85,40,High School
2012,85,60,High School and Non-Academic Training
2012,85,15,College Degree
2012,0,40,Some College
2012,85,15,College Degree
2012,0,70,College Degree
2012,50,60,High School
2012,0,60,High School
2012,70,0,College Degree
2012,60,40,High School
2012,50,50,Some College
2012,60,30,College Degree
2012,0,50,Some High School
2012,60,50,College Degree
2012,0,70,College Degree
2012,25,90,High School
2012,97,50,Some College
2012,97,50,Some High School
2012,85,0,Some College
2012,85,50,High School
2012,15,15,High School
2012,80,5,College Degree
2012,30,85,High School
2012,50,50,College Degree
2012,70,30,Some College
2012,85,15,College Degree
2012,10,5,Some College
2012,60,0,High School
2012,0,0,High School
2012,50,0,College Degree
2012,15,15,Some College
2012,60,70,High School and Non-Academic Training
2012,70,0,High School
2012,0,85,College Degree
2012,50,50,High School and Non-Academic Training
2012,15,70,High School
2012,0,97,Some College
2012,70,50,College Degree
2012,85,10,Some College
2012,50,50,Some College
2012,60,70,Some College
2012,15,95,Some College
2012,0,70,Some College
2012,0,0,High School
2012,75,15,Some College
2012,40,40,Some College
2012,50,60,High School
2012,45,45,College Degree
2012,60,30,College Degree
2012,30,85,Some College
2012,97,15,Some High School
2012,50,50,College Degree
2012,70,15,
2012,55,70,Some High School
2012,40,30,Some College
2012,60,0,
2012,50,50,College Degree
2012,97,0,College Degree
2012,97,50,Some High School
2012,50,50,Some High School
2012,60,15,College Degree
2012,75,25,Some College
2012,50,0,Some College
2012,60,15,College Degree
2012,5,80,Some College
2012,70,0,High School
2012,85,15,College Degree
2012,50,50,Some College
2012,97,0,
2012,40,30,College Degree
2012,0,97,College Degree
2012,60,15,High School
2012,85,0,High School
2012,85,15,High School
2012,85,40,High School
2012,50,60,High School
2012,70,30,College Degree
2012,75,45,College Degree
2012,50,30,High School
2012,97,0,College Degree
2012,50,15,8th Grade or Less
2012,50,70,College Degree
2012,60,60,Some College
2012,60,45,College Degree
2012,60,30,Some College
2012,60,15,8th Grade or Less
2012,30,30,Some College
2012,0,85,College Degree
2012,45,45,Some High School
2012,60,15,College Degree
2012,40,60,Some High School
2012,50,60,College Degree
2012,40,85,College Degree
2012,85,50,College Degree
2012,30,60,College Degree
2012,0,97,Some College
2012,15,60,Some College
2012,85,50,Some College
2012,97,0,Some High School
2012,45,55,Some High School
2012,15,60,College Degree
2012,70,30,
2012,30,85,Some College
2012,60,70,High School
2012,50,50,High School and Non-Academic Training
2012,97,40,Some College
2012,85,50,High School
2012,40,30,College Degree
2012,85,30,Some College
2012,97,15,High School
2012,80,10,College Degree
2012,30,90,Some College
2012,50,50,High School
2012,60,30,High School
2012,50,50,High School and Non-Academic Training
2012,55,25,College Degree
2012,70,30,High School
2012,70,0,Some College
2012,97,0,Some High School
2012,70,40,8th Grade or Less
2012,85,0,College Degree
2012,0,70,Some College
2012,50,60,College Degree
2012,70,50,High School
2012,97,0,8th Grade or Less
2012,30,70,College Degree
2012,60,40,High School
2012,80,0,College Degree
2012,70,40,College Degree
2012,20,70,College Degree
2012,70,40,
2012,10,25,High School and Non-Academic Training
2012,30,50,College Degree
2012,70,0,Some College
2012,60,40,Some College
2012,1,50,High School and Non-Academic Training
2012,40,60,High School
2012,70,40,High School
2012,97,0,Some High School
2012,0,60,College Degree
2012,50,50,Some College
2012,85,30,Some College
2012,97,0,Some College
2012,50,60,High School
2012,40,70,High School
2012,36,65,College Degree
2012,85,30,College Degree
2012,40,65,Some High School
2012,0,80,High School
2012,15,85,College Degree
2012,60,15,High School
2012,0,97,Some College
2012,70,0,High School
